chr	start	end	strand	type	id	geneName	geneId	numberOfTranscripts	canonicalTranscriptLength	transcriptId	cdsLength	numerOfExons	exonRank	exonSpliceType
gi|559794742|gb|CP003248.2|	1995842	2000842	+1	Upstream	CCP44528	Rv1762c	Rv1762c	1	789	CCP44528	789	1		
gi|559794742|gb|CP003248.2|	1995842	2000842	+1	Upstream	CCP44528	Rv1762c	Rv1762c	1	789	CCP44528	789	1		
gi|559794742|gb|CP003248.2|	1996478	2001478	+1	Downstream	CCP44529	Rv1763	Rv1763	1	327	CCP44529	327	1		
gi|559794742|gb|CP003248.2|	1996478	2001478	+1	Downstream	CCP44529	Rv1763	Rv1763	1	327	CCP44529	327	1		
gi|559794742|gb|CP003248.2|	1997417	1998515	-1	Gene	Rv1765c	Rv1765c	Rv1765c	1	1098					
gi|559794742|gb|CP003248.2|	1997417	1998515	-1	Transcript	CCP44531	Rv1765c	Rv1765c	1	1098	CCP44531	1098	1		
gi|559794742|gb|CP003248.2|	1997417	1998515	-1	Cds	stop_codon_gi|559794742|gb|CP003248.2|_1997418_1997420	Rv1765c	Rv1765c	1	1098	CCP44531	1098	1		
gi|559794742|gb|CP003248.2|	1997417	1998515	-1	Exon	exon_gi|559794742|gb|CP003248.2|_1997418_1998515	Rv1765c	Rv1765c	1	1098	CCP44531	1098	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1995842	1996151	+1	Intergenic	Rv1762c...Rv1763									
gi|559794742|gb|CP003248.2|	1995842	1996151	+1	Intergenic	Rv1762c...Rv1763									
gi|559794742|gb|CP003248.2|	1994670	1995054	-1	Gene	Rv1761c	Rv1761c	Rv1761c	1	384					
gi|559794742|gb|CP003248.2|	1994670	1995054	-1	Transcript	CCP44527	Rv1761c	Rv1761c	1	384	CCP44527	384	1		
gi|559794742|gb|CP003248.2|	1994670	1995054	-1	Cds	stop_codon_gi|559794742|gb|CP003248.2|_1994671_1994673	Rv1761c	Rv1761c	1	384	CCP44527	384	1		
gi|559794742|gb|CP003248.2|	1994670	1995054	-1	Exon	exon_gi|559794742|gb|CP003248.2|_1994671_1995054	Rv1761c	Rv1761c	1	384	CCP44527	384	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1994661	1994670	+1	Intergenic	Rv1760...Rv1761c									
gi|559794742|gb|CP003248.2|	1994661	1994670	+1	Intergenic	Rv1760...Rv1761c									
gi|559794742|gb|CP003248.2|	1995053	1995842	-1	Gene	Rv1762c	Rv1762c	Rv1762c	1	789					
gi|559794742|gb|CP003248.2|	1995053	1995842	-1	Transcript	CCP44528	Rv1762c	Rv1762c	1	789	CCP44528	789	1		
gi|559794742|gb|CP003248.2|	1995053	1995842	-1	Cds	stop_codon_gi|559794742|gb|CP003248.2|_1995054_1995056	Rv1762c	Rv1762c	1	789	CCP44528	789	1		
gi|559794742|gb|CP003248.2|	1995053	1995842	-1	Exon	exon_gi|559794742|gb|CP003248.2|_1995054_1995842	Rv1762c	Rv1762c	1	789	CCP44528	789	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1996426	1997413	+1	Gene	Rv1764	Rv1764	Rv1764	1	987					
gi|559794742|gb|CP003248.2|	1996426	1997413	+1	Transcript	CCP44530	Rv1764	Rv1764	1	987	CCP44530	987	1		
gi|559794742|gb|CP003248.2|	1996426	1997413	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1996427_1997410	Rv1764	Rv1764	1	987	CCP44530	987	1		
gi|559794742|gb|CP003248.2|	1996426	1997413	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1996427_1997413	Rv1764	Rv1764	1	987	CCP44530	987	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1996151	1996478	+1	Gene	Rv1763	Rv1763	Rv1763	1	327					
gi|559794742|gb|CP003248.2|	1996151	1996478	+1	Transcript	CCP44529	Rv1763	Rv1763	1	327	CCP44529	327	1		
gi|559794742|gb|CP003248.2|	1996151	1996478	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1996152_1996475	Rv1763	Rv1763	1	327	CCP44529	327	1		
gi|559794742|gb|CP003248.2|	1996151	1996478	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1996152_1996478	Rv1763	Rv1763	1	327	CCP44529	327	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1997413	1997417	+1	Intergenic	Rv1764...Rv1765c									
gi|559794742|gb|CP003248.2|	1997413	1997417	+1	Intergenic	Rv1764...Rv1765c									
gi|559794742|gb|CP003248.2|	1999736	2000006	+1	Gene	Rv1766	Rv1766	Rv1766	1	270					
gi|559794742|gb|CP003248.2|	1999736	2000006	+1	Transcript	CCP44533	Rv1766	Rv1766	1	270	CCP44533	270	1		
gi|559794742|gb|CP003248.2|	1999736	2000006	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_1999737_2000003	Rv1766	Rv1766	1	270	CCP44533	270	1		
gi|559794742|gb|CP003248.2|	1999736	2000006	+1	Exon	exon_gi|559794742|gb|CP003248.2|_1999737_2000006	Rv1766	Rv1766	1	270	CCP44533	270	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1999141	1999357	-1	Gene	Rv1765A	Rv1765A	Rv1765A	1	216					
gi|559794742|gb|CP003248.2|	1999141	1999357	-1	Transcript	CCP44532	Rv1765A	Rv1765A	1	216	CCP44532	216	1		
gi|559794742|gb|CP003248.2|	1999141	1999357	-1	Cds	stop_codon_gi|559794742|gb|CP003248.2|_1999142_1999144	Rv1765A	Rv1765A	1	216	CCP44532	216	1		
gi|559794742|gb|CP003248.2|	1999141	1999357	-1	Exon	exon_gi|559794742|gb|CP003248.2|_1999142_1999357	Rv1765A	Rv1765A	1	216	CCP44532	216	1	1	RETAINED
gi|559794742|gb|CP003248.2|	1998515	1999141	+1	Intergenic	Rv1765c...Rv1765A									
gi|559794742|gb|CP003248.2|	1998515	1999141	+1	Intergenic	Rv1765c...Rv1765A									
gi|559794742|gb|CP003248.2|	1999357	1999736	+1	Intergenic	Rv1765A...Rv1766									
gi|559794742|gb|CP003248.2|	1999357	1999736	+1	Intergenic	Rv1765A...Rv1766									
gi|559794742|gb|CP003248.2|	2000073	2000433	+1	Gene	Rv1767	Rv1767	Rv1767	1	360					
gi|559794742|gb|CP003248.2|	2000073	2000433	+1	Transcript	CCP44534	Rv1767	Rv1767	1	360	CCP44534	360	1		
gi|559794742|gb|CP003248.2|	2000073	2000433	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_2000074_2000430	Rv1767	Rv1767	1	360	CCP44534	360	1		
gi|559794742|gb|CP003248.2|	2000073	2000433	+1	Exon	exon_gi|559794742|gb|CP003248.2|_2000074_2000433	Rv1767	Rv1767	1	360	CCP44534	360	1	1	RETAINED
gi|559794742|gb|CP003248.2|	2000006	2000073	+1	Intergenic	Rv1766...Rv1767									
gi|559794742|gb|CP003248.2|	2000006	2000073	+1	Intergenic	Rv1766...Rv1767									
gi|559794742|gb|CP003248.2|	2000433	2000613	+1	Intergenic	Rv1767...PE_PGRS31									
gi|559794742|gb|CP003248.2|	2000433	2000613	+1	Intergenic	Rv1767...PE_PGRS31									
gi|559794742|gb|CP003248.2|	2002019	2007019	+1	Downstream	CCP44540	Rv1773c	Rv1773c	1	747	CCP44540	747	1		
gi|559794742|gb|CP003248.2|	2002019	2007019	+1	Downstream	CCP44540	Rv1773c	Rv1773c	1	747	CCP44540	747	1		
gi|559794742|gb|CP003248.2|	2002470	2007470	+1	Downstream	CCP44535	PE_PGRS31	Rv1768	1	1857	CCP44535	1857	1		
gi|559794742|gb|CP003248.2|	2002470	2007470	+1	Downstream	CCP44535	PE_PGRS31	Rv1768	1	1857	CCP44535	1857	1		
gi|559794742|gb|CP003248.2|	2002831	2007831	+1	Upstream	CCP44541	Rv1774	Rv1774	1	1341	CCP44541	1341	1		
gi|559794742|gb|CP003248.2|	2002831	2007831	+1	Upstream	CCP44541	Rv1774	Rv1774	1	1341	CCP44541	1341	1		
gi|559794742|gb|CP003248.2|	2003870	2008870	+1	Downstream	CCP44536	Rv1769	Rv1769	1	1245	CCP44536	1245	1		
gi|559794742|gb|CP003248.2|	2003870	2008870	+1	Downstream	CCP44536	Rv1769	Rv1769	1	1245	CCP44536	1245	1		
gi|559794742|gb|CP003248.2|	2004171	2009171	+1	Upstream	CCP44542	Rv1775	Rv1775	1	819	CCP44542	819	1		
gi|559794742|gb|CP003248.2|	2004171	2009171	+1	Upstream	CCP44542	Rv1775	Rv1775	1	819	CCP44542	819	1		
gi|559794742|gb|CP003248.2|	2004994	2009994	+1	Downstream	CCP44543	Rv1776c	Rv1776c	1	561	CCP44543	561	1		
gi|559794742|gb|CP003248.2|	2004994	2009994	+1	Downstream	CCP44543	Rv1776c	Rv1776c	1	561	CCP44543	561	1		
gi|559794742|gb|CP003248.2|	2005164	2010164	+1	Downstream	CCP44537	Rv1770	Rv1770	1	1287	CCP44537	1287	1		
gi|559794742|gb|CP003248.2|	2005164	2010164	+1	Downstream	CCP44537	Rv1770	Rv1770	1	1287	CCP44537	1287	1		
gi|559794742|gb|CP003248.2|	2006635	2006947	+1	Gene	Rv1772	Rv1772	Rv1772	1	312					
gi|559794742|gb|CP003248.2|	2006635	2006947	+1	Transcript	CCP44539	Rv1772	Rv1772	1	312	CCP44539	312	1		
gi|559794742|gb|CP003248.2|	2006635	2006947	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_2006636_2006944	Rv1772	Rv1772	1	312	CCP44539	312	1		
gi|559794742|gb|CP003248.2|	2006635	2006947	+1	Exon	exon_gi|559794742|gb|CP003248.2|_2006636_2006947	Rv1772	Rv1772	1	312	CCP44539	312	1	1	RETAINED
gi|559794742|gb|CP003248.2|	2003877	2005164	+1	Gene	Rv1770	Rv1770	Rv1770	1	1287					
gi|559794742|gb|CP003248.2|	2003877	2005164	+1	Transcript	CCP44537	Rv1770	Rv1770	1	1287	CCP44537	1287	1		
gi|559794742|gb|CP003248.2|	2003877	2005164	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_2003878_2005161	Rv1770	Rv1770	1	1287	CCP44537	1287	1		
gi|559794742|gb|CP003248.2|	2003877	2005164	+1	Exon	exon_gi|559794742|gb|CP003248.2|_2003878_2005164	Rv1770	Rv1770	1	1287	CCP44537	1287	1	1	RETAINED
gi|559794742|gb|CP003248.2|	2002625	2003870	+1	Gene	Rv1769	Rv1769	Rv1769	1	1245					
gi|559794742|gb|CP003248.2|	2002625	2003870	+1	Transcript	CCP44536	Rv1769	Rv1769	1	1245	CCP44536	1245	1		
gi|559794742|gb|CP003248.2|	2002625	2003870	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_2002626_2003867	Rv1769	Rv1769	1	1245	CCP44536	1245	1		
gi|559794742|gb|CP003248.2|	2002625	2003870	+1	Exon	exon_gi|559794742|gb|CP003248.2|_2002626_2003870	Rv1769	Rv1769	1	1245	CCP44536	1245	1	1	RETAINED
gi|559794742|gb|CP003248.2|	2002470	2002625	+1	Intergenic	PE_PGRS31...Rv1769									
gi|559794742|gb|CP003248.2|	2002470	2002625	+1	Intergenic	PE_PGRS31...Rv1769									
gi|559794742|gb|CP003248.2|	2003870	2003877	+1	Intergenic	Rv1769...Rv1770									
gi|559794742|gb|CP003248.2|	2003870	2003877	+1	Intergenic	Rv1769...Rv1770									
gi|559794742|gb|CP003248.2|	2006447	2006635	+1	Intergenic	Rv1771...Rv1772									
gi|559794742|gb|CP003248.2|	2006447	2006635	+1	Intergenic	Rv1771...Rv1772									
gi|559794742|gb|CP003248.2|	2005160	2006447	+1	Gene	Rv1771	Rv1771	Rv1771	1	1287					
gi|559794742|gb|CP003248.2|	2005160	2006447	+1	Transcript	CCP44538	Rv1771	Rv1771	1	1287	CCP44538	1287	1		
gi|559794742|gb|CP003248.2|	2005160	2006447	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_2005161_2006444	Rv1771	Rv1771	1	1287	CCP44538	1287	1		
gi|559794742|gb|CP003248.2|	2005160	2006447	+1	Exon	exon_gi|559794742|gb|CP003248.2|_2005161_2006447	Rv1771	Rv1771	1	1287	CCP44538	1287	1	1	RETAINED
gi|559794742|gb|CP003248.2|	2007766	2007831	+1	Intergenic	Rv1773c...Rv1774									
gi|559794742|gb|CP003248.2|	2007766	2007831	+1	Intergenic	Rv1773c...Rv1774									
gi|559794742|gb|CP003248.2|	2007019	2007766	-1	Gene	Rv1773c	Rv1773c	Rv1773c	1	747					
gi|559794742|gb|CP003248.2|	2007019	2007766	-1	Transcript	CCP44540	Rv1773c	Rv1773c	1	747	CCP44540	747	1		
gi|559794742|gb|CP003248.2|	2007019	2007766	-1	Cds	stop_codon_gi|559794742|gb|CP003248.2|_2007020_2007022	Rv1773c	Rv1773c	1	747	CCP44540	747	1		
gi|559794742|gb|CP003248.2|	2007019	2007766	-1	Exon	exon_gi|559794742|gb|CP003248.2|_2007020_2007766	Rv1773c	Rv1773c	1	747	CCP44540	747	1	1	RETAINED
gi|559794742|gb|CP003248.2|	2006947	2007019	+1	Intergenic	Rv1772...Rv1773c									
gi|559794742|gb|CP003248.2|	2006947	2007019	+1	Intergenic	Rv1772...Rv1773c									
gi|559794742|gb|CP003248.2|	2009171	2009990	+1	Gene	Rv1775	Rv1775	Rv1775	1	819					
gi|559794742|gb|CP003248.2|	2009171	2009990	+1	Transcript	CCP44542	Rv1775	Rv1775	1	819	CCP44542	819	1		
gi|559794742|gb|CP003248.2|	2009171	2009990	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_2009172_2009987	Rv1775	Rv1775	1	819	CCP44542	819	1		
gi|559794742|gb|CP003248.2|	2009171	2009990	+1	Exon	exon_gi|559794742|gb|CP003248.2|_2009172_2009990	Rv1775	Rv1775	1	819	CCP44542	819	1	1	RETAINED
gi|559794742|gb|CP003248.2|	2007831	2009172	+1	Gene	Rv1774	Rv1774	Rv1774	1	1341					
gi|559794742|gb|CP003248.2|	2007831	2009172	+1	Transcript	CCP44541	Rv1774	Rv1774	1	1341	CCP44541	1341	1		
gi|559794742|gb|CP003248.2|	2007831	2009172	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_2007832_2009169	Rv1774	Rv1774	1	1341	CCP44541	1341	1		
gi|559794742|gb|CP003248.2|	2007831	2009172	+1	Exon	exon_gi|559794742|gb|CP003248.2|_2007832_2009172	Rv1774	Rv1774	1	1341	CCP44541	1341	1	1	RETAINED
gi|559794742|gb|CP003248.2|	2009990	2009994	+1	Intergenic	Rv1775...Rv1776c									
gi|559794742|gb|CP003248.2|	2009990	2009994	+1	Intergenic	Rv1775...Rv1776c									
gi|559794742|gb|CP003248.2|	2046842	2051842	+1	Upstream	CCP44569	PE_PGRS32	Rv1803c	1	1920	CCP44569	1920	1		
gi|559794742|gb|CP003248.2|	2046842	2051842	+1	Upstream	CCP44569	PE_PGRS32	Rv1803c	1	1920	CCP44569	1920	1		
gi|559794742|gb|CP003248.2|	2047349	2052349	+1	Upstream	CCP44570	Rv1804c	Rv1804c	1	327	CCP44570	327	1		
gi|559794742|gb|CP003248.2|	2047349	2052349	+1	Upstream	CCP44570	Rv1804c	Rv1804c	1	327	CCP44570	327	1		
gi|559794742|gb|CP003248.2|	2047932	2052932	+1	Upstream	CCP44576	Rv1810	Rv1810	1	357	CCP44576	357	1		
gi|559794742|gb|CP003248.2|	2047932	2052932	+1	Upstream	CCP44576	Rv1810	Rv1810	1	357	CCP44576	357	1		
gi|559794742|gb|CP003248.2|	2048034	2053034	+1	Upstream	CCP44571	Rv1805c	Rv1805c	1	348	CCP44571	348	1		
gi|559794742|gb|CP003248.2|	2048034	2053034	+1	Upstream	CCP44571	Rv1805c	Rv1805c	1	348	CCP44571	348	1		
gi|559794742|gb|CP003248.2|	2048371	2053371	+1	Downstream	CCP44572	PE20	Rv1806	1	300	CCP44572	300	1		
gi|559794742|gb|CP003248.2|	2048371	2053371	+1	Downstream	CCP44572	PE20	Rv1806	1	300	CCP44572	300	1		
gi|559794742|gb|CP003248.2|	2048442	2053442	+1	Upstream	CCP44577	mgtC	Rv1811	1	705	CCP44577	705	1		
gi|559794742|gb|CP003248.2|	2048442	2053442	+1	Upstream	CCP44577	mgtC	Rv1811	1	705	CCP44577	705	1		
gi|559794742|gb|CP003248.2|	2049156	2054156	+1	Downstream	CCP44578	Rv1812c	Rv1812c	1	1203	CCP44578	1203	1		
gi|559794742|gb|CP003248.2|	2049156	2054156	+1	Downstream	CCP44578	Rv1812c	Rv1812c	1	1203	CCP44578	1203	1		
gi|559794742|gb|CP003248.2|	2049597	2054597	+1	Downstream	CCP44573	PPE31	Rv1807	1	1200	CCP44573	1200	1		
gi|559794742|gb|CP003248.2|	2049597	2054597	+1	Downstream	CCP44573	PPE31	Rv1807	1	1200	CCP44573	1200	1		
gi|559794742|gb|CP003248.2|	2050680	2055680	+1	Downstream	CCP44579	Rv1813c	Rv1813c	1	432	CCP44579	432	1		
gi|559794742|gb|CP003248.2|	2050680	2055680	+1	Downstream	CCP44579	Rv1813c	Rv1813c	1	432	CCP44579	432	1		
gi|559794742|gb|CP003248.2|	2051150	2056150	+1	Downstream	CCP44574	PPE32	Rv1808	1	1230	CCP44574	1230	1		
gi|559794742|gb|CP003248.2|	2051150	2056150	+1	Downstream	CCP44574	PPE32	Rv1808	1	1230	CCP44574	1230	1		
gi|559794742|gb|CP003248.2|	2051281	2052688	+1	Gene	Rv1809	PPE33	Rv1809	1	1407					
gi|559794742|gb|CP003248.2|	2051281	2052688	+1	Transcript	CCP44575	PPE33	Rv1809	1	1407	CCP44575	1407	1		
gi|559794742|gb|CP003248.2|	2051281	2052688	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_2051282_2052685	PPE33	Rv1809	1	1407	CCP44575	1407	1		
gi|559794742|gb|CP003248.2|	2051281	2052688	+1	Exon	exon_gi|559794742|gb|CP003248.2|_2051282_2052688	PPE33	Rv1809	1	1407	CCP44575	1407	1	1	RETAINED
gi|559794742|gb|CP003248.2|	2051520	2056520	+1	Upstream	CCP44580	erg3	Rv1814	1	903	CCP44580	903	1		
gi|559794742|gb|CP003248.2|	2051520	2056520	+1	Upstream	CCP44580	erg3	Rv1814	1	903	CCP44580	903	1		
gi|559794742|gb|CP003248.2|	2026065	2031065	+1	Upstream	CCP44560	Rv1794	Rv1794	1	903	CCP44560	903	1		
gi|559794742|gb|CP003248.2|	2026065	2031065	+1	Upstream	CCP44560	Rv1794	Rv1794	1	903	CCP44560	903	1		
gi|559794742|gb|CP003248.2|	2026398	2031398	+1	Downstream	CCP44553	PPE25	Rv1787	1	1098	CCP44553	1098	1		
gi|559794742|gb|CP003248.2|	2026398	2031398	+1	Downstream	CCP44553	PPE25	Rv1787	1	1098	CCP44553	1098	1		
gi|559794742|gb|CP003248.2|	2026776	2031776	+1	Downstream	CCP44554	PE18	Rv1788	1	300	CCP44554	300	1		
gi|559794742|gb|CP003248.2|	2026776	2031776	+1	Downstream	CCP44554	PE18	Rv1788	1	300	CCP44554	300	1		
gi|559794742|gb|CP003248.2|	2027239	2032239	+1	Upstream	CCP44561	eccD5	Rv1795	1	1512	CCP44561	1512	1		
gi|559794742|gb|CP003248.2|	2027239	2032239	+1	Upstream	CCP44561	eccD5	Rv1795	1	1512	CCP44561	1512	1		
gi|559794742|gb|CP003248.2|	2027971	2032971	+1	Downstream	CCP44555	PPE26	Rv1789	1	1182	CCP44555	1182	1		
gi|559794742|gb|CP003248.2|	2027971	2032971	+1	Downstream	CCP44555	PPE26	Rv1789	1	1182	CCP44555	1182	1		
gi|559794742|gb|CP003248.2|	2028728	2033728	+1	Upstream	CCP44562	mycP5	Rv1796	1	1758	CCP44562	1758	1		
gi|559794742|gb|CP003248.2|	2028728	2033728	+1	Upstream	CCP44562	mycP5	Rv1796	1	1758	CCP44562	1758	1		
gi|559794742|gb|CP003248.2|	2029477	2034477	+1	Downstream	CCP44556	PPE27	Rv1790	1	1053	CCP44556	1053	1		
gi|559794742|gb|CP003248.2|	2029477	2034477	+1	Downstream	CCP44556	PPE27	Rv1790	1	1053	CCP44556	1053	1		
gi|559794742|gb|CP003248.2|	2030203	2035203	+1	Downstream	CCP44557	PE19	Rv1791	1	300	CCP44557	300	1		
gi|559794742|gb|CP003248.2|	2030203	2035203	+1	Downstream	CCP44557	PE19	Rv1791	1	300	CCP44557	300	1		
gi|559794742|gb|CP003248.2|	2030482	2035482	+1	Upstream	CCP44563	eccE5	Rv1797	1	1221	CCP44563	1221	1		
gi|559794742|gb|CP003248.2|	2030482	2035482	+1	Upstream	CCP44563	eccE5	Rv1797	1	1221	CCP44563	1221	1		
gi|559794742|gb|CP003248.2|	2030643	2035643	+1	Downstream	Rv1792	esxM	Rv1792	1	297	Rv1792	297	1		
gi|559794742|gb|CP003248.2|	2030643	2035643	+1	Downstream	Rv1792	esxM	Rv1792	1	297	Rv1792	297	1		
gi|559794742|gb|CP003248.2|	2030978	2031065	+1	Intergenic	esxN...Rv1794									
gi|559794742|gb|CP003248.2|	2030978	2031065	+1	Intergenic	esxN...Rv1794									
gi|559794742|gb|CP003248.2|	2030978	2035978	+1	Downstream	CCP44559	esxN	Rv1793	1	285	CCP44559	285	1		
gi|559794742|gb|CP003248.2|	2030978	2035978	+1	Downstream	CCP44559	esxN	Rv1793	1	285	CCP44559	285	1		
gi|559794742|gb|CP003248.2|	2018446	2023446	+1	Downstream	CCP44551	cyp143	Rv1785c	1	1182	CCP44551	1182	1		
gi|559794742|gb|CP003248.2|	2018446	2023446	+1	Downstream	CCP44551	cyp143	Rv1785c	1	1182	CCP44551	1182	1		
gi|559794742|gb|CP003248.2|	2019260	2024260	+1	Downstream	CCP44549	eccB5	Rv1782	1	1521	CCP44549	1521	1		
gi|559794742|gb|CP003248.2|	2019260	2024260	+1	Downstream	CCP44549	eccB5	Rv1782	1	1521	CCP44549	1521	1		
gi|559794742|gb|CP003248.2|	2019827	2024827	+1	Upstream	CCP44552	Rv1786	Rv1786	1	204	CCP44552	204	1		
gi|559794742|gb|CP003248.2|	2019827	2024827	+1	Upstream	CCP44552	Rv1786	Rv1786	1	204	CCP44552	204	1		
gi|559794742|gb|CP003248.2|	2020300	2025300	+1	Upstream	CCP44553	PPE25	Rv1787	1	1098	CCP44553	1098	1		
gi|559794742|gb|CP003248.2|	2020300	2025300	+1	Upstream	CCP44553	PPE25	Rv1787	1	1098	CCP44553	1098	1		
gi|559794742|gb|CP003248.2|	2021476	2026476	+1	Upstream	CCP44554	PE18	Rv1788	1	300	CCP44554	300	1		
gi|559794742|gb|CP003248.2|	2021476	2026476	+1	Upstream	CCP44554	PE18	Rv1788	1	300	CCP44554	300	1		
gi|559794742|gb|CP003248.2|	2021789	2026789	+1	Upstream	CCP44555	PPE26	Rv1789	1	1182	CCP44555	1182	1		
gi|559794742|gb|CP003248.2|	2021789	2026789	+1	Upstream	CCP44555	PPE26	Rv1789	1	1182	CCP44555	1182	1		
gi|559794742|gb|CP003248.2|	2023424	2028424	+1	Upstream	CCP44556	PPE27	Rv1790	1	1053	CCP44556	1053	1		
gi|559794742|gb|CP003248.2|	2023424	2028424	+1	Upstream	CCP44556	PPE27	Rv1790	1	1053	CCP44556	1053	1		
gi|559794742|gb|CP003248.2|	2023432	2023446	+1	Intergenic	eccC5...cyp143									
gi|559794742|gb|CP003248.2|	2023432	2023446	+1	Intergenic	eccC5...cyp143									
gi|559794742|gb|CP003248.2|	2023432	2028432	+1	Downstream	CCP44550	eccC5	Rv1783	1	4176	CCP44550	4176	1		
gi|559794742|gb|CP003248.2|	2023432	2028432	+1	Downstream	CCP44550	eccC5	Rv1783	1	4176	CCP44550	4176	1		
gi|559794742|gb|CP003248.2|	2010555	2015555	+1	Upstream	CCP44543	Rv1776c	Rv1776c	1	561	CCP44543	561	1		
gi|559794742|gb|CP003248.2|	2010555	2015555	+1	Upstream	CCP44543	Rv1776c	Rv1776c	1	561	CCP44543	561	1		
gi|559794742|gb|CP003248.2|	2011960	2016960	+1	Downstream	CCP44544	cyp144	Rv1777	1	1305	CCP44544	1305	1		
gi|559794742|gb|CP003248.2|	2011960	2016960	+1	Downstream	CCP44544	cyp144	Rv1777	1	1305	CCP44544	1305	1		
gi|559794742|gb|CP003248.2|	2012530	2017530	+1	Upstream	CCP44545	Rv1778c	Rv1778c	1	450	CCP44545	450	1		
gi|559794742|gb|CP003248.2|	2012530	2017530	+1	Upstream	CCP44545	Rv1778c	Rv1778c	1	450	CCP44545	450	1		
gi|559794742|gb|CP003248.2|	2012739	2017739	+1	Upstream	CCP44549	eccB5	Rv1782	1	1521	CCP44549	1521	1		
gi|559794742|gb|CP003248.2|	2012739	2017739	+1	Upstream	CCP44549	eccB5	Rv1782	1	1521	CCP44549	1521	1		
gi|559794742|gb|CP003248.2|	2014256	2019256	+1	Upstream	CCP44550	eccC5	Rv1783	1	4176	CCP44550	4176	1		
gi|559794742|gb|CP003248.2|	2014256	2019256	+1	Upstream	CCP44550	eccC5	Rv1783	1	4176	CCP44550	4176	1		
gi|559794742|gb|CP003248.2|	2014479	2019479	+1	Upstream	CCP44546	Rv1779c	Rv1779c	1	1794	CCP44546	1794	1		
gi|559794742|gb|CP003248.2|	2014479	2019479	+1	Upstream	CCP44546	Rv1779c	Rv1779c	1	1794	CCP44546	1794	1		
gi|559794742|gb|CP003248.2|	2014698	2015262	+1	Gene	Rv1780	Rv1780	Rv1780	1	564					
gi|559794742|gb|CP003248.2|	2014698	2015262	+1	Transcript	CCP44547	Rv1780	Rv1780	1	564	CCP44547	564	1		
gi|559794742|gb|CP003248.2|	2014698	2015262	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_2014699_2015259	Rv1780	Rv1780	1	564	CCP44547	564	1		
gi|559794742|gb|CP003248.2|	2014698	2015262	+1	Exon	exon_gi|559794742|gb|CP003248.2|_2014699_2015262	Rv1780	Rv1780	1	564	CCP44547	564	1	1	RETAINED
gi|559794742|gb|CP003248.2|	2012080	2012530	-1	Gene	Rv1778c	Rv1778c	Rv1778c	1	450					
gi|559794742|gb|CP003248.2|	2012080	2012530	-1	Transcript	CCP44545	Rv1778c	Rv1778c	1	450	CCP44545	450	1		
gi|559794742|gb|CP003248.2|	2012080	2012530	-1	Cds	stop_codon_gi|559794742|gb|CP003248.2|_2012081_2012083	Rv1778c	Rv1778c	1	450	CCP44545	450	1		
gi|559794742|gb|CP003248.2|	2012080	2012530	-1	Exon	exon_gi|559794742|gb|CP003248.2|_2012081_2012530	Rv1778c	Rv1778c	1	450	CCP44545	450	1	1	RETAINED
gi|559794742|gb|CP003248.2|	2010655	2011960	+1	Gene	Rv1777	cyp144	Rv1777	1	1305					
gi|559794742|gb|CP003248.2|	2010655	2011960	+1	Transcript	CCP44544	cyp144	Rv1777	1	1305	CCP44544	1305	1		
gi|559794742|gb|CP003248.2|	2010655	2011960	+1	Cds	CDS_gi|559794742|gb|CP003248.2|_2010656_2011957	cyp144	Rv1777	1	1305	CCP44544	1305	1		
gi|559794742|gb|CP003248.2|	2010655	2011960	+1	Exon	exon_gi|559794742|gb|CP003248.2|_2010656_2011960	cyp144	Rv1777	1	1305	CCP44544	1305	1	1	RETAINED
gi|559794742|gb|CP003248.2|	2010555	2010655	+1	Intergenic	Rv1776c...cyp144									
gi|559794742|gb|CP003248.2|	2010555	2010655	+1	Intergenic	Rv1776c...cyp144									
gi|559794742|gb|CP003248.2|	2011960	2012080	+1	Intergenic	cyp144...Rv1778c									
gi|559794742|gb|CP003248.2|	2011960	2012080	+1	Intergenic	cyp144...Rv1778c									
gi|559794742|gb|CP003248.2|	2012685	2014479	-1	Gene	Rv1779c	Rv1779c	Rv1779c	1	1794					
gi|559794742|gb|CP003248.2|	2012685	2014479	-1	Transcript	CCP44546	Rv1779c	Rv1779c	1	1794	CCP44546	1794	1		
